dimensionality_reduction,n_dimensions,balancing_technique,n_layers,n_neurons,optimizer_type,learning_rate,epochs,valid_accuracy,valid_loss,train_accuracy,train_loss
none,1,oversample,2,100,adam,0.1,100,0.21119999885559082,2.7548742294311523,0.20453333854675293,2.7403311729431152
none,1,undersample,3,100,adam,0.001,125,0.21119999885559082,2.7548742294311523,0.20453333854675293,2.740337610244751
none,1,none,3,100,adam,0.001,100,0.21119999885559082,2.7548747062683105,0.20453333854675293,2.740349531173706
none,1,none,2,50,adam,0.01,125,0.21119999885559082,2.7548747062683105,0.20453333854675293,2.740330457687378
none,1,none,2,50,adam,0.1,80,0.21119999885559082,2.7548751831054688,0.20453333854675293,2.740344762802124
none,1,none,2,50,adam,0.001,150,0.21119999885559082,2.754875898361206,0.20453333854675293,2.74033784866333
none,1,undersample,3,10,adam,0.01,125,0.21119999885559082,2.754875898361206,0.20453333854675293,2.740338087081909
none,1,none,1,50,adam,0.01,150,0.21119999885559082,2.754875898361206,0.20453333854675293,2.740311861038208
none,1,undersample,1,100,adam,0.001,125,0.21119999885559082,2.754876136779785,0.20453333854675293,2.740339517593384
none,1,undersample,1,100,adam,0.01,175,0.21119999885559082,2.7548770904541016,0.20453333854675293,2.740325927734375
none,1,oversample,3,100,adam,0.01,100,0.21119999885559082,2.754878044128418,0.20453333854675293,2.7403416633605957
none,1,oversample,1,100,adam,0.001,125,0.21119999885559082,2.754878044128418,0.20453333854675293,2.740339517593384
none,1,undersample,2,10,adam,0.01,100,0.21119999885559082,2.7548787593841553,0.20453333854675293,2.7403371334075928
none,1,undersample,1,50,adam,0.01,175,0.21119999885559082,2.7548787593841553,0.20453333854675293,2.7403290271759033
none,1,undersample,3,50,adam,0.001,125,0.21119999885559082,2.7548787593841553,0.20453333854675293,2.7403464317321777
none,1,none,1,50,adam,0.01,200,0.21119999885559082,2.754879951477051,0.20453333854675293,2.740323543548584
none,1,undersample,3,50,adam,0.01,125,0.21119999885559082,2.75488018989563,0.20453333854675293,2.7403340339660645
none,1,none,1,50,adam,0.001,150,0.21119999885559082,2.75488018989563,0.20453333854675293,2.7403323650360107
none,1,oversample,1,50,adam,0.01,125,0.21119999885559082,2.75488018989563,0.20453333854675293,2.7403337955474854
none,1,none,2,50,adam,0.01,100,0.21119999885559082,2.754880905151367,0.20453333854675293,2.7403414249420166
none,1,oversample,1,50,adam,0.001,150,0.21119999885559082,2.754880905151367,0.20453333854675293,2.7403385639190674
